,index,cloze_probability,dataset,CoRT,CoRT_std,condition,full_sentence,target_word,random_word,accepted,reason,cause_effect,dynamic_verb,orientation,negative,sentence_modified ,modified_sentence,"maybe: present/past/future, "
207,1021,0.51,peele,1.333333333,0.5163977795,non-CoRT,Mary liked sewing a lot but needed a new machine,machine,hose,yes,,yes,yes,,,no,,
208,1378,0.6,block_baldwin,1.333333333,0.5163977795,non-CoRT,The Jones children wanted a house with a large yard,yard,hoop,yes,,no,no,,,no,,
209,1483,0.67,block_baldwin,4.333333333,0.5163977795,CoRT,The bracelet fell off her wrist because it was too big,big,pole,yes,,yes,yes,object,no,no,,
210,1507,0.35,peele,4.333333333,0.5163977795,CoRT,The car suddenly appeared and Liz wasn't able to stop,stop,pope,yes,,yes,no,person,yes,no,,
211,2162,0.34,peele,1.666666667,0.5163977795,non-CoRT,The teenager was nervous about having to drive,drive,float,yes,,no,no,,,no,,
212,2302,0.75,peele,1.666666667,0.5163977795,non-CoRT,They couldn't talk because it was too hard to hear,hear,mile,yes,,yes,yes,,,no,,
213,2390,0.57,block_baldwin,1.666666667,0.5163977795,non-CoRT,To guess the answer she needed a hint,hint,nose,yes,,yes,yes,,,no,,
214,2478,0.4,peele,1.333333333,0.5163977795,non-CoRT,What that old house really needs is a new roof,roof,tied,yes,,no,no,,,no,,
215,1931,0.5,peele,4.333333333,0.5163977795,CoRT,The mother caressed her baby in an attempt to soothe,soothe,decision,yes,,no,yes,person,no,no,,
216,1574,0.85,block_baldwin,1.428571429,0.5345224838,non-CoRT,The corn farmer felt this year would yield a good crop,crop,gun,yes,,no,yes,,,no,,
217,1622,0.85,block_baldwin,1.428571429,0.5345224838,non-CoRT,The directions did not match any roads on the map,map,perfume,yes,,no,no,,,no,,
218,2633,0.81,block_baldwin,1.571428571,0.5345224838,non-CoRT,Zoos have many animals only found in the wild,wild,right,yes,,no,yes,,,no,,
219,25,0.61,peele,4.4,0.5477225575,CoRT,Aaron wrote the lesson on the board with colorful chalk,chalk,nail,yes,,no,yes,person,no,no,,
220,882,0.34,peele,4.6,0.5477225575,CoRT,Jason fell off his skateboard when he hit the curb,curb,sander,yes,,yes,yes,person,no,no,,
221,1687,0.41,peele,4.4,0.5477225575,CoRT,The farm worker collected fresh eggs from the chickens,chickens,joy,yes,,no,yes,person,no,no,,
222,1817,0.51,peele,4.5,0.5477225575,CoRT,The incubated egg soon hatched into a baby chick,chick,pack,yes,,no,yes,object,no,no,,
223,2002,0.31,peele,4.4,0.5477225575,CoRT,The pitbull was so strong that he snapped the leash,leash,live,yes,,yes,yes,animal,no,no,,
224,2186,0.63,peele,4.6,0.5477225575,CoRT,The toddler stumbled forward and grabbed the bottle of milk,milk,beach,yes,,yes,yes,person,no,no,,
225,2623,0.51,peele,4.6,0.5477225575,CoRT,Worship began after the monk sounded the bell,bell,late,yes,,yes,yes,person,no,no,,
226,95,0.35,peele,1.4,0.5477225575,non-CoRT,"After moving jobs, Jim wasn't sure where to live",live,professor,yes,,yes,yes,,,yes,"After changing jobs, Jim wasn't sure where to live",
227,198,0.6,peele,1.5,0.5477225575,non-CoRT,"An expert in hiding, the thief was hard to find",find,job,yes,,yes,yes,,,no,,
228,279,0.35,peele,1.4,0.5477225575,non-CoRT,Barry said that accounting work was no fun,fun,cancer,yes,,no,no,,,no,,
229,354,0.33,peele,4.6,0.5477225575,CoRT,Cameron cleaned the spilled milk with a clean cloth,cloth,tongue,yes,,no,yes,person,no,no,,
230,495,0.33,peele,1.4,0.5477225575,non-CoRT,Dustin's score was much lower than what he had expected,expected,cry,yes,,no,no,,,no,,
231,556,0.87,peele,4.4,0.5477225575,CoRT,"Exiting the pool, the children were so cold that they shivered",shivered,nail,yes,,yes,yes,group,no,no,,
232,618,0.39,peele,1.4,0.5477225575,non-CoRT,Grace didn't like eating foods with a lot of salt,salt,badge,yes,,no,no,,,no,,
233,660,0.8,peele,1.4,0.5477225575,non-CoRT,He knew about the prank they were trying to pull,pull,queen,yes,,no,no,,,no,,
234,719,0.8,peele,4.4,0.5477225575,CoRT,Her left hand was freezing after she lost her glove,glove,flatguitar,yes,,yes,yes,person,no,no,,
235,866,0.44,peele,1.4,0.5477225575,non-CoRT,Jake hated the game and he said it wasn't fair,fair,teach,yes,,yes,no,,,no,,
236,964,0.5,peele,4.6,0.5477225575,CoRT,Kyle carefully scooped the honey out of the jar,jar,date,yes,,no,yes,person,no,no,,
237,1015,0.88,peele,1.6,0.5477225575,non-CoRT,"Married to a duchess, Max earned the title of duke",duke,gold,yes,,yes,yes,,,no,,
238,1160,0.5,peele,4.4,0.5477225575,CoRT,"Over the summer, the boys went swimming at the lake",lake,raise,yes,,no,yes,group,no,no,,
239,1166,0.8,peele,1.4,0.5477225575,non-CoRT,Patrick did not think Kayla was worth fighting for,for,rough,yes,,no,yes,,,no,,
240,1207,0.32,peele,4.6,0.5477225575,CoRT,Robert reached into the cabinet for a bottle of wine,wine,task,yes,,no,yes,person,no,no,,
241,1273,0.36,peele,1.4,0.5477225575,non-CoRT,She learned that the waves depended on the moon,moon,cry,yes,,no,no,,,no,,
242,1338,0.49,peele,1.6,0.5477225575,non-CoRT,Spaghetti is the girl's favorite type of food,food,dam,yes,,no,no,,,no,,
243,1356,0.62,peele,1.5,0.5477225575,non-CoRT,Summer vacation is a time to lounge around and relax,relax,control,yes,,no,yes,,,no,,
244,1367,0.44,peele,1.4,0.5477225575,non-CoRT,Terry thought the shirt was bland because it was white,white,duke,yes,,yes,no,,,no,,
245,1425,0.94,peele,4.5,0.5477225575,CoRT,The baby's face puckered when she ate something sour,sour,tree,yes,,yes,yes,person,no,no,,
246,1595,0.32,peele,4.6,0.5477225575,CoRT,The crowd became rowdy after drinking too much sweet wine,wine,year,yes,,yes,yes,group,no,no,,
247,1718,0.93,peele,4.4,0.5477225575,CoRT,The fisherman easily put the bait on the hook,hook,red,yes,,yes,yes,person,no,no,,
248,1852,0.54,peele,4.6,0.5477225575,CoRT,The landscaper cleared the lawn of leaves with the rake,rake,sail,yes,,no,yes,person,no,no,,
249,1869,0.86,peele,1.4,0.5477225575,non-CoRT,The lion was not a full cub,fullcub,cup,yes,,no,no,,,no,,
250,2148,0.53,block_baldwin,1.5,0.5477225575,non-CoRT,The sweater was not worn much because it collected lint,lint,relax,yes,,yes,yes,,,no,,
251,2210,0.38,peele,1.6,0.5477225575,non-CoRT,The two young brothers' least favorite drink was milk,milk,heal,yes,,no,no,,,no,,
252,2252,0.96,peele,1.6,0.5477225575,non-CoRT,The woman said she thought Joe loved her too much,much,dad,yes,,no,no,,,no,,
253,2309,0.54,peele,1.4,0.5477225575,non-CoRT,They found it difficult to remember what had been said,said,choke,yes,,no,no,,,no,,
254,2338,0.67,peele,1.6,0.5477225575,non-CoRT,They were worried because the timing had to be perfect,perfect,door,yes,,yes,no,,,no,,
255,2352,0.32,peele,1.6,0.5477225575,non-CoRT,Timmy couldn't wait to hang out at the mall,mall,dug,yes,,no,yes,,,no,,
256,2437,0.56,peele,4.4,0.5477225575,CoRT,Tom carefully searched for a bolt of the right size,size,tune,yes,,no,yes,person,no,no,,
257,2486,0.37,peele,4.5,0.5477225575,CoRT,"When Joel twisted his ankle, he began to cry",cry,should,yes,,yes,yes,person,no,no,,
258,2512,0.32,peele,1.6,0.5477225575,non-CoRT,"When fishing, Reese always used his lucky lure",lure,dare,yes,,no,yes,,,no,,
259,4,0.46,peele,4.6,0.5477225575,CoRT,"A crowd formed at the beach, curious about the whale",whale,wanted,yes,,yes,yes,person,no,no,,
260,17,0.72,peele,1.6,0.5477225575,non-CoRT,A plant's roots can extract nutrients from the soil,soil,chore,yes,,no,yes,,,no,,
261,35,0.78,peele,4.6,0.5477225575,CoRT,"After Chris dropped bread in the water, it became soggy",soggy,years,yes,,yes,yes,person,no,no,,
262,70,0.87,peele,4.6,0.5477225575,CoRT,"After filling the bowl with cereal, Josh added milk",milk,break,yes,,yes,yes,person,no,no,,
263,158,0.32,peele,1.6,0.5477225575,non-CoRT,Alexander just knew that he would win the big prize,prize,kite,yes,,no,yes,,,no,,
264,223,0.46,peele,4.6,0.5477225575,CoRT,"As Jill felt the sharp pain, she began to cry",cry,taste,yes,,yes,yes,person,no,no,,
265,251,0.56,peele,4.6,0.5477225575,CoRT,At the beach Sammy's sandwich was snatched by a seagull,seagull,clothes,yes,,no,yes,object,no,no,,
266,262,0.66,peele,4.4,0.5477225575,CoRT,"At the landfill, Fred cut himself on a rusty nail",nail,difficult,yes,,no,yes,person,no,no,,
267,339,0.57,peele,1.6,0.5477225575,non-CoRT,"Brad wasn't completely sure, but something just felt wrong",wrong,bat,yes,,no,no,,,no,,
268,678,0.83,peele,4.4,0.5477225575,CoRT,He turned to see the dog charging like a bull,bull,game,yes,,yes,yes,person,no,no,,
269,730,0.41,peele,1.4,0.5477225575,non-CoRT,His favorite place to relax is on the beach,beach,thought,yes,,no,yes,,,no,,
270,759,0.79,peele,1.6,0.5477225575,non-CoRT,If Alex drifts off he should really take a nap,nap,love,no,invalid rating,yes,yes,,,no,,
271,790,0.96,peele,4.4,0.5477225575,CoRT,"In the evening, grandpa smokes using his pipe",pipe,survive,yes,,no,yes,person,no,no,,
272,801,0.88,peele,1.4,0.5477225575,non-CoRT,"In the past, the military only enlisted men",men,pension,yes,,no,yes,,,no,,
273,940,0.36,peele,4.4,0.5477225575,CoRT,Karen shrieked when she discovered the dead mouse,mouse,moon,yes,,yes,yes,person,no,no,,
274,957,0.55,peele,4.6,0.5477225575,CoRT,Kevin frowned when he awoke and the light was on,on,fair,yes,,yes,yes,person,no,no,,
275,989,0.46,peele,4.6,0.5477225575,CoRT,Lucy hid Liam's presents so he had to carefully search,search,said,yes,,yes,yes,person,no,no,,
276,1004,0.32,peele,1.4,0.5477225575,non-CoRT,Many women are very conscious of their weight,weight,milk,yes,,no,no,,,no,,
277,1043,0.53,peele,1.6,0.5477225575,non-CoRT,Michael was sure of who would win so he bet,bet,stars,yes,,yes,yes,,,no,,
278,1065,0.31,peele,1.6,0.5477225575,non-CoRT,"Most people, when they eat fruit, don't eat the seeds",seeds,tip,yes,,yes,yes,,,no,,
279,1089,0.69,peele,4.4,0.5477225575,CoRT,Nicole hung the wall painting using a small nail,nail,has,yes,,no,yes,person,no,no,,
280,1103,0.41,peele,4.6,0.5477225575,CoRT,Noah started crying when the baseball hit his head,head,nurse,yes,,yes,yes,person,no,no,,
281,1179,0.73,peele,4.6,0.5477225575,CoRT,Phil restarted the stalled lawn mower with a strong pull,pull,cup,yes,,yes,yes,person,no,no,,
282,1335,0.82,peele,4.6,0.5477225575,CoRT,"Soon after Janice stepped on the wet floor, she slipped",slipped,boo,yes,,yes,yes,person,no,no,,
283,1344,0.64,peele,4.6,0.5477225575,CoRT,"Staring blankly out the window, Nick let his eyes wander",wander,robe,yes,,yes,yes,person,no,no,,
284,1457,0.4,peele,1.6,0.5477225575,non-CoRT,The body builder's arm muscles were extremely large,large,nap,yes,,no,no,,,no,,
285,1460,0.93,peele,1.4,0.5477225575,non-CoRT,The boss kept his employees on a short leash,leash,please,yes,,no,no,,,no,,
286,1481,0.39,peele,1.4,0.5477225575,non-CoRT,The boys already knew it was wrong to steal,steal,poop,yes,,no,no,,,no,,
287,1578,0.73,peele,1.4,0.5477225575,non-CoRT,The couple needed an apartment at a good price,price,on,yes,,no,no,,,no,,
288,1648,0.7,peele,1.6,0.5477225575,non-CoRT,The driver was unsure what pushing that button did,did,pin,yes,,no,yes,,,no,,
289,1702,0.38,peele,4.4,0.5477225575,CoRT,The fat cat lazily swatted at the small mouse,mouse,tag,yes,,no,yes,animal,no,no,,
290,1719,0.53,peele,4.6,0.5477225575,CoRT,The fisherman lifted the heavy fish using his sharp hook,hook,shift,yes,,no,yes,person,no,no,,
291,1843,0.7,peele,1.4,0.5477225575,non-CoRT,The kids' favorite type of lunch meat is smoked ham,ham,read,yes,,no,no,,,no,,
292,1914,0.52,peele,1.6,0.5477225575,non-CoRT,The market does not provide customers with a shopping cart,cart,want,yes,,no,no,,,no,,
293,2035,0.59,peele,4.6,0.5477225575,CoRT,The raging horse kicked the stable worker with its hoof,hoof,taught,yes,,no,yes,animal,no,no,,
294,2040,0.72,peele,4.6,0.5477225575,CoRT,The ranch workers were startled by the charging angry bull,bull,try,yes,,yes,no,group,no,no,,
295,2048,0.49,peele,1.6,0.5477225575,non-CoRT,The restaurant made millions with its famous secret recipe,recipe,ship,yes,,no,no,,,no,,
296,2096,0.5,peele,4.4,0.5477225575,CoRT,"The simple, fun camp game soon escalated into a fight",fight,spots,yes,,yes,no,object,no,no,,
297,2184,0.82,peele,4.6,0.5477225575,CoRT,The toddler jumped but the jar was out of reach,reach,prince,yes,,no,yes,person,no,no,,
298,2241,0.46,peele,4.4,0.5477225575,CoRT,The wolf blew the house down with one final blow,blow,curb,yes,,no,yes,animal,no,no,,
299,2301,0.42,peele,4.6,0.5477225575,CoRT,They broke into the store and began to steal,steal,sound,yes,,yes,yes,group,no,no,,
300,2585,0.57,peele,4.4,0.5477225575,CoRT,While eating the peanuts Gary began to choke,choke,stop,yes,,yes,yes,person,no,no,,
301,2595,0.35,peele,4.6,0.5477225575,CoRT,"While in the basement, Alexis caught and killed a rat",rat,curse,yes,,no,yes,person,no,no,,
302,2611,0.43,peele,1.6,0.5477225575,non-CoRT,Winston's prized chess set was missing a piece,piece,soggy,yes,,no,no,,,no,,
303,939,0.49,peele,4.6,0.5477225575,CoRT,Karen realized she had stepped in a pile of poop,poop,seeds,yes,,no,yes,person,no,no,,
304,1822,0.51,peele,4.6,0.5477225575,CoRT,The ink flowed steadily from the fountain pen's tip,tip,cloth,yes,,no,yes,object,no,no,,
305,1946,0.52,peele,4.6,0.5477225575,CoRT,The museum curator placed the sculpture back in its place,place,school,yes,,no,yes,person,no,no,,
306,2242,0.5,peele,4.4,0.5477225575,CoRT,The wolves approached the campsite in a pack,pack,kiss,yes,,no,yes,animal,no,no,,
307,2556,0.73,peele,4.4,0.5477225575,CoRT,"When the opposing team entered, the fans started to boo",boo,moat,yes,,yes,yes,group,no,no,,
308,28,0.46,peele,4.333333333,0.5773502692,CoRT,Abby stuck his picture to her wall with a tack,tack,chief,yes,,no,yes,person,no,no,,
309,126,0.52,peele,4.5,0.5773502692,CoRT,"After the clumsy woman fell, the crowd began to laugh",laugh,control,yes,,yes,yes,group,no,no,,
310,162,0.34,peele,1.5,0.5773502692,non-CoRT,"Ali disliked her boss, a man she had come to hate",hate,hid,yes,,no,no,,,no,,
311,204,0.31,peele,1.666666667,0.5773502692,non-CoRT,Andrew's favorite type of fruit is the apple,apple,doubts,yes,,no,no,,,no,,
312,229,0.44,peele,4.5,0.5773502692,CoRT,"As night fell, all of the dogs began to howl",howl,duck,yes,,yes,yes,animal,no,no,,
313,277,0.39,peele,4.5,0.5773502692,CoRT,Barb pulled her sleeve back to reveal a big bruise,bruise,peach,yes,,yes,yes,person,no,no,,
314,326,0.92,block_baldwin,4.666666667,0.5773502692,CoRT,Bill jumped in the lake and made a big splash,splash,food,yes,,yes,yes,person,no,no,,
315,445,0.71,peele,1.5,0.5773502692,non-CoRT,"Down to two colleges, Russell still couldn't make a decision",decision,small,yes,,no,yes,,,no,,
316,503,0.87,peele,4.5,0.5773502692,CoRT,Elle got behind the stalled car and began to push,push,will,yes,,yes,yes,person,no,no,,
317,521,0.46,peele,1.5,0.5773502692,non-CoRT,"Even more than the cookies, Davis liked the cake",cake,god,yes,,no,no,,,no,,
318,554,0.49,peele,1.5,0.5773502692,non-CoRT,Everyone who knew him said he had a big heart,heart,relax,yes,,no,no,,,no,,
319,626,0.39,peele,4.5,0.5773502692,CoRT,Greta quickly woke after Jess gave her a painful pinch,pinch,mail,yes,,yes,yes,person,no,no,,
320,667,0.52,peele,1.5,0.5773502692,non-CoRT,He promised everyone but they still had doubts,doubts,bell,yes,,no,yes,,,no,,
321,679,0.38,peele,4.5,0.5773502692,CoRT,He used his skateboard to grind along the rails,rails,void,yes,,no,yes,person,no,no,,
322,698,0.93,peele,1.5,0.5773502692,non-CoRT,Heidi loves Georgia because her favorite fruit is the peach,peach,hole,yes,,yes,no,,,no,,
323,734,0.38,peele,1.5,0.5773502692,non-CoRT,His mother cautioned him about letting the bananas rot,rot,teach,yes,,no,yes,,,no,,
324,785,0.66,peele,4.5,0.5773502692,CoRT,In the bathroom Aubrey slipped and fell in the tub,tub,blow,yes,,yes,yes,person,no,no,,
325,798,0.39,peele,1.5,0.5773502692,non-CoRT,"In the morning, Kathy hoped that the birds wouldn't chirp",chirp,hook,yes,,no,no,,,no,,
326,910,0.62,peele,1.5,0.5773502692,non-CoRT,Jo can never decide what food to eat,eat,bruise,yes,,no,no,,,no,,
327,927,0.41,peele,1.5,0.5773502692,non-CoRT,Judith wanted her grandma to teach her how to sew,sew,battery,yes,,no,yes,,,no,,
328,963,0.62,peele,1.5,0.5773502692,non-CoRT,Kristin did not like the healthy smoothie's taste,taste,note,yes,,no,no,,,no,,
329,1008,0.57,peele,1.5,0.5773502692,non-CoRT,Margie has the time management skills that many students lack,lack,knife,yes,,no,no,,,no,,
330,1019,0.56,peele,4.5,0.5773502692,CoRT,Martin was so exhausted he fell onto his bed,bed,merge,yes,,yes,yes,person,no,no,,
331,1079,0.74,peele,1.5,0.5773502692,non-CoRT,Nate doesn't make big decisions before giving them thought,thought,steep,yes,,yes,yes,,,no,,
332,1239,0.36,peele,4.5,0.5773502692,CoRT,"Satisfied with his dinner, Harold let out a huge burp",burp,decision,yes,,yes,yes,person,no,no,,
333,1301,0.81,peele,1.5,0.5773502692,non-CoRT,She wasn't certain she'd find him but she would try,try,sun,yes,,no,yes,,,no,,
334,1369,0.43,peele,1.5,0.5773502692,non-CoRT,"Terry wanted to skip school, but she wouldn't dare",dare,cry,yes,,no,yes,,,no,,
335,1396,0.83,peele,4.5,0.5773502692,CoRT,The angry chicken gave the farmer a sharp peck,peck,huff,yes,,no,yes,animal,no,no,,
336,1426,0.47,peele,4.5,0.5773502692,CoRT,The baby's ice cream was snatched up by the dog,dog,cure,yes,,no,yes,object,no,no,,
337,1430,0.7,peele,4.5,0.5773502692,CoRT,The baseball hit the batter's chest and broke his ribs,ribs,search,yes,,yes,yes,object,no,no,,
338,1443,0.43,peele,1.5,0.5773502692,non-CoRT,The best way to travel at sea is to sail,sail,robe,yes,,no,yes,,,no,,
339,1444,0.7,peele,4.5,0.5773502692,CoRT,The big friendly dog wetted her face with his tongue,tongue,name,yes,,no,yes,animal,no,no,,
340,1509,0.5,peele,1.5,0.5773502692,non-CoRT,The cardinals wondered which of them would become the pope,pope,wake,yes,,no,no,,,no,,
341,1663,0.39,peele,4.5,0.5773502692,CoRT,The enemies stormed the castle despite the protective moat,moat,leak,yes,,no,yes,group,no,no,,
342,1685,0.5,peele,4.333333333,0.5773502692,CoRT,The fans cheered when the baseball player went to bat,bat,knot,yes,,yes,yes,group,no,no,,
343,1796,0.37,peele,4.5,0.5773502692,CoRT,The host made the whole room dance an energetic jig,jig,times,yes,,no,yes,person,no,no,,
344,1867,0.7,peele,4.5,0.5773502692,CoRT,The lightning struck and the whole building shook,shook,glove,yes,,yes,yes,object,no,no,,
345,1891,0.55,peele,4.5,0.5773502692,CoRT,The man added tonic water to his glass of gin,gin,sour,yes,,no,yes,person,no,yes,The man poured tonic water into his glass of gin,
346,1910,0.42,peele,1.5,0.5773502692,non-CoRT,The manager thought Cheryl was the right person to hire,hire,made,yes,,no,no,,,no,,
347,1912,0.62,peele,4.5,0.5773502692,CoRT,The marathon runners struggled through the last mile,mile,men,no,invalid rating,no,yes,group,no,no,,
348,1930,0.73,peele,1.5,0.5773502692,non-CoRT,The monument was the largest constructed to date,date,house,yes,,no,yes,,,yes,The monument was the largest to date,
349,2014,0.72,peele,4.5,0.5773502692,CoRT,The postman walked up and handed the man his mail,mail,lake,yes,,yes,yes,person,no,no,,
350,2097,0.43,peele,1.5,0.5773502692,non-CoRT,The sitcom repeatedly used the same running joke,joke,wind,yes,,no,no,,,no,,
351,2122,0.89,peele,1.5,0.5773502692,non-CoRT,The stable was home to Rick's favorite horse,horse,corner,yes,,no,no,,,no,,
352,2144,0.49,peele,1.5,0.5773502692,non-CoRT,The students' preferred writing utensil was a pencil,pencil,lack,yes,,no,no,,,no,,
353,2181,0.48,peele,4.5,0.5773502692,CoRT,The toddler covered the walls with her mother's lipstick,lipstick,silk,yes,,no,yes,person,no,no,,
354,2182,0.5,peele,4.5,0.5773502692,CoRT,"The toddler enjoyed feeding bread to the fat, white duck",duck,washer,yes,,no,yes,person,no,yes,"The toddler fed bread to the fat, white duck",
355,2203,0.53,peele,1.5,0.5773502692,non-CoRT,The tribe respected the girl because her father was chief,chief,bee,yes,,yes,no,,,no,,
356,2218,0.68,peele,4.5,0.5773502692,CoRT,The unstable beam struck the construction worker on the head,head,cry,yes,,no,yes,object,no,no,,
357,2250,0.56,peele,1.666666667,0.5773502692,non-CoRT,The woman said every girl should carry mace,mace,cry,yes,,no,yes,,,no,,
358,2262,0.53,peele,1.5,0.5773502692,non-CoRT,The woman wasn't sure when the baby was due,due,chalk,yes,,no,no,,,no,,
359,2281,0.36,peele,1.5,0.5773502692,non-CoRT,The youth baseball team was ranked first in the league,league,fail,yes,,no,no,,,no,,
360,2363,0.85,peele,4.5,0.5773502692,CoRT,"To avoid hitting her head, she had to duck",duck,sail,yes,,yes,yes,person,yes,no,,
361,2380,0.4,peele,4.5,0.5773502692,CoRT,To enter the castle she rode across a bridge,bridge,fullcub,yes,,yes,yes,person,no,no,,
362,2407,0.37,peele,1.5,0.5773502692,non-CoRT,"To maximize profits, the companies decided to merge",merge,alone,yes,,yes,yes,,,no,,
363,2470,0.36,peele,4.5,0.5773502692,CoRT,Wade spotted the incoming ball and was able to duck,duck,bird,yes,,yes,yes,person,no,no,,
364,2529,0.51,peele,1.5,0.5773502692,non-CoRT,"When nervous, Julie would sometimes bite her nails",nails,cow,no,invalid rating,yes,yes,,,no,,
365,2533,0.67,peele,1.666666667,0.5773502692,non-CoRT,When sailing one must be mindful of the wind,wind,phase,yes,,no,yes,,,yes,Sailors must be mindful of the wind,
366,159,0.52,peele,4.333333333,0.5773502692,CoRT,Alexander placed the car key in the ignition,ignition,hoop,yes,,no,yes,person,no,no,,
367,224,0.67,block_baldwin,4.5,0.5773502692,CoRT,As Shelley walked up the mountain trail it became steep,steep,hook,yes,,yes,yes,person,no,no,,
368,300,0.46,peele,4.666666667,0.5773502692,CoRT,Before placing each brick he applied a glob of cement,cement,cart,yes,,yes,yes,person,no,no,,
369,922,0.45,peele,1.333333333,0.5773502692,non-CoRT,Jordan learned a lot about cars from his dad,dad,batch,yes,,no,yes,,,no,,
370,1131,0.31,peele,4.5,0.5773502692,CoRT,"On the lawn, Patrick tripped where the dog had dug",dug,sour,yes,,no,yes,person,no,no,,
371,2066,0.7,peele,4.5,0.5773502692,CoRT,The rotten fruit had turned into a soft mush,mush,run,yes,,yes,yes,object,no,no,,
372,2090,0.6,peele,4.5,0.5773502692,CoRT,The ship's passengers panicked after damage to the hull,hull,sour,yes,,yes,yes,group,no,no,,
373,2128,0.35,peele,4.5,0.5773502692,CoRT,The stench of the dumpster made the passerby gag,gag,hour,yes,,yes,no,object,no,no,,
374,2137,0.91,peele,4.666666667,0.5773502692,CoRT,The strong winds prevented Jillian from flying her kite,kite,match,yes,,yes,yes,object,yes,no,,
375,2206,0.69,block_baldwin,4.666666667,0.5773502692,CoRT,The truck lost control and swerved into the ditch,ditch,lint,yes,,yes,yes,object,yes,no,,
376,724,0.87,block_baldwin,1.857142857,0.6900655593,non-CoRT,His boss refused to give him a raise,raise,head,yes,,no,yes,,,no,,
377,755,0.9,block_baldwin,1.857142857,0.6900655593,non-CoRT,I would drive but my car is low on gas,gas,wrath,yes,,no,yes,,,no,,
378,146,0.5,peele,4.166666667,0.7527726527,CoRT,"After waiting three hours, Cal whined and started to cry",cry,high,yes,,yes,yes,person,no,no,,
379,662,0.76,block_baldwin,4.166666667,0.7527726527,CoRT,He layed down and went to sleep,sleep,core,yes,,yes,yes,person,no,no,,
380,1275,0.72,block_baldwin,1.833333333,0.7527726527,non-CoRT,She lived in sunny Florida and never saw falling snow,snow,for,yes,,yes,no,,,no,,
381,2362,0.71,block_baldwin,1.833333333,0.7527726527,non-CoRT,"To afford a new car, Tim got a loan",loan,rain,yes,,yes,yes,,,no,,
382,2036,0.81,block_baldwin,1.714285714,0.755928946,non-CoRT,The rain this year caused the farmer to have a poor crop,crop,mitt,yes,,yes,no,,,no,,
383,314,0.9,block_baldwin,1.714285714,0.755928946,non-CoRT,Benny tried to make and keep a new resolution each year,year,well,yes,,no,yes,,,no,,
384,611,0.9,block_baldwin,1.714285714,0.755928946,non-CoRT,George must keep his pet on a leash,leash,blouse,yes,,no,no,,,no,,
385,1958,0.81,block_baldwin,1.285714286,0.755928946,non-CoRT,The new officer was of a higher rank,rank,cherry,yes,,no,no,,,no,,
386,891,0.82,block_baldwin,1.571428571,0.7867957925,non-CoRT,Jenny was creative and loved to study art,art,mouse,yes,,no,yes,,,no,,
387,571,0.91,block_baldwin,1.428571429,0.7867957925,non-CoRT,For breakfast Jim wanted bacon and eggs,eggs,jazz,yes,,no,no,,,no,,
388,663,0.81,block_baldwin,1.428571429,0.7867957925,non-CoRT,He liked lemon and sugar in his tea,tea,bark,yes,,no,no,,,no,,
389,681,0.9,block_baldwin,1.428571429,0.7867957925,non-CoRT,He was afraid to work the night shift,shift,milk,yes,,no,yes,,,no,,
390,800,0.94,block_baldwin,1.428571429,0.7867957925,non-CoRT,In the night sky it is easier to see all the stars,stars,yard,yes,,no,no,,,no,,
391,998,0.88,block_baldwin,1.571428571,0.7867957925,non-CoRT,Many commuters complain about the price of gas,gas,hoop,yes,,no,yes,,,no,,
392,1266,0.95,block_baldwin,1.571428571,0.7867957925,non-CoRT,She graduated at the top of her class,class,merge,yes,,no,yes,,,no,,
393,1447,0.76,block_baldwin,1.571428571,0.7867957925,non-CoRT,The bill was due at the end of the month,month,roar,yes,,no,no,,,no,,
394,2022,0.93,block_baldwin,1.428571429,0.7867957925,non-CoRT,The princess would someday become a queen,queen,apple,yes,,no,no,,,yes,The princess would someday be a queen,
395,136,0.75,peele,4.333333333,0.8164965809,CoRT,"After the mother left, the baby began to loudly cry",cry,learn,yes,,yes,yes,person,no,no,,
396,1054,0.65,peele,4.333333333,0.8164965809,CoRT,Molly stubbed her big toe and she began to cry,cry,milk,yes,,yes,yes,person,no,no,,
397,2537,0.84,peele,4.333333333,0.8164965809,CoRT,"When she lost her doll, the girl began to cry",cry,hoop,yes,,yes,yes,person,no,no,,
398,2561,0.37,peele,4.333333333,0.8164965809,CoRT,"When the robber trapped Dorothy, she began to cry",cry,cloth,yes,,yes,yes,person,no,no,,
399,148,0.8,peele,1.666666667,0.8164965809,non-CoRT,After watching some baseball games she became a fan,fan,tack,yes,,yes,yes,,,yes,"After some baseball games, she was a fan",
400,401,0.71,peele,4.333333333,0.8164965809,CoRT,Courtney was so happy and relieved that she started to cry,cry,well,yes,,yes,yes,person,no,no,,
401,420,0.35,peele,1.666666667,0.8164965809,non-CoRT,Dennis looked sweet but he was really a jerk,jerk,jig,yes,,no,no,,,no,,
402,671,0.71,peele,1.666666667,0.8164965809,non-CoRT,He slept so soundly that he was impossible to wake,wake,load,no,invalid rating,yes,yes,,,no,,
403,774,0.49,peele,1.666666667,0.8164965809,non-CoRT,"In her free time, Meredith really liked to read",read,charge,yes,,no,no,,,no,,
404,855,0.76,block_baldwin,1.666666667,0.8164965809,non-CoRT,Ivan did not know the time since his watch broke,broke,chick,yes,,yes,no,,,no,,
405,944,0.36,peele,1.666666667,0.8164965809,non-CoRT,Katherine cannot enter without the code for the door,door,tire,yes,,no,yes,,,no,,
