CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TFR, TCON, TH, TPS, TMC, TPR, TRSG, TUC
MANNERS, RESPECTABLE, NO, 145, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 15, ¥, , N, 2.08, .31, .082, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANSION, HOUSE, YES, 138, 45, .326, 0.000, .0278, .0297, 4, 1, 1.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 13, 591, 6.21, , N, 1.00, .85, .223, 1
MANSION, RICH, YES, 138, 23, .167, 0.000, .0121, .0078, 2, 1, 2.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 7, 74, 3.63, T, AJ, 1.14, .86, .363, 1
MANSION, BIG, YES, 138, 16, .116, 0.000, .0141, .0007, 1, 1, 1.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 9, 360, 2.83, , AJ, 1.44, .67, .293, 1
MANSION, HOME, YES, 138, 7, .051, 0.000, .1922, .1086, 3, 1, 1.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 15, 547, 6.25, , N, 1.47, .40, .208, 1
MANSION, MONEY, YES, 138, 6, .043, 0.000, .0313, .0107, 2, 1, 2.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 19, 265, 5.77, , N, 1.39, .89, .312, 1
MANSION, WEALTH, YES, 138, 6, .043, 0.000, .0146, .0518, 2, 1, 2.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 11, 22, 3.28, , N, 2.18, .64, .035, 1
MANSION, HUGE, YES, 138, 5, .036, 0.000, .0023, .0456, 1, 1, 1.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 7, 54, 4.21, , AJ, 2.14, .43, .013, 1
MANSION, CASTLE, YES, 138, 4, .029, .042, 0.0000, .0222, 0, 1, 2.0, 2, 12, 8, ¥, , N, 1.36, .18, .002, 1, 16, 7, 6.50, , N, 2.00, .60, .044, 1
MANSION, SHACK, YES, 138, 4, .029, .014, 0.0000, .0989, 0, 1, 2.0, 2, 12, 8, ¥, , N, 1.36, .18, .002, 1, 17, 1, ¥, , N, 1.19, .19, .013, 1
MANSION, HAUNT, YES, 138, 3, .022, 0.000, 0.0000, .0059, 0, 1, 1.0, 1, 12, 8, ¥, , N, 1.36, .18, .002, 1, 8, 4, 2.63, N, V, .43, .14, .008, 1
MANSION, DRACULA, YES, 138, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 12, 8, ¥, , N, 1.36, .18, .002, 1, 15, 0, ¥, , N, 2.07, .36, .020, 1
MANSION, MILLIONAIRE, NO, 138, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 8, ¥, , N, 1.36, .18, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURE, MAKE, YES, 149, 41, .275, .011, .0227, .0050, 3, 0, 2.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 14, 794, 2.89, , V, 1.50, .50, .063, 1
MANUFACTURE, BUILD, YES, 149, 16, .107, 0.000, .0091, .0291, 1, 0, 1.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 18, 86, 3.93, , V, 2.00, .59, .096, 1
MANUFACTURE, PRODUCE, YES, 149, 13, .087, 0.000, .0066, .0347, 3, 0, 1.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 17, 82, 4.19, , V, 2.00, .07, .002, 1
MANUFACTURE, CLOTHES, YES, 149, 7, .047, 0.000, .0015, .0003, 2, 0, 1.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 26, 89, 6.63, , N, 1.33, .75, .132, 1
MANUFACTURE, GOODS, YES, 149, 6, .040, 0.000, .0003, .0007, 1, 0, 1.0, 1, 14, 18, ¥, , N, 1.29, .14, .004, 1, 17, 57, ¥, , N, 1.45, .09, .001, 0
MANUFACTURE, PRODUCT, YES, 149, 6, .040, .028, .0005, .0053, 1, 0, 3.0, 2, 14, 18, ¥, , N, 1.29, .14, .004, 1, 24, 87, 5.80, G, N, 1.95, .14, .002, 1
MANUFACTURE, FURNITURE, YES, 149, 5, .034, 0.000, 0.0000, .0007, 0, 0, 1.0, 1, 14, 18, ¥, , N, 1.29, .14, .004, 1, 12, 39, 6.83, , N, 3.08, .08, 0.000, 1
MANUFACTURE, COMPANY, YES, 149, 4, .027, 0.000, 0.0000, .0013, 0, 0, 1.0, 1, 14, 18, ¥, , N, 1.29, .14, .004, 1, 15, 290, 4.63, T, N, 1.87, .27, .021, 1
MANUFACTURE, FACTORY, YES, 149, 4, .027, 0.000, .0011, .0061, 1, 0, 5.0, 4, 14, 18, ¥, , N, 1.29, .14, .004, 1, 24, 32, 6.87, , N, 2.05, .41, .019, 1
MANUFACTURE, MAKER, YES, 149, 4, .027, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 17, 12, 4.46, , N, .92, .15, .001, 0
MANUFACTURE, STORE, YES, 149, 3, .020, 0.000, .0040, .0028, 4, 0, 2.0, 1, 14, 18, ¥, , N, 1.29, .14, .004, 1, 17, 74, 5.44, N, N, 1.75, .56, .109, 1
MANUFACTURE, BUSINESS, YES, 149, 2, .013, 0.000, .0029, 0.0000, 2, 0, 0.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 21, 392, 4.05, , N, 1.50, .20, .016, 1
MANUFACTURE, COSMETICS, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 13, 7, ¥, , N, 2.00, .08, .034, 1
MANUFACTURE, PLASTIC, YES, 149, 2, .013, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 14, 18, ¥, , N, 1.29, .14, .004, 1, 23, 31, ¥, , AJ, 1.37, .32, .016, 1
MANUFACTURER, MAKER, YES, 150, 34, .227, 0.000, .0054, .0024, 2, 6, 2.0, 1, 24, 18, ¥, , N, 1.56, .06, .002, 1, 17, 12, 4.46, , N, .92, .15, .001, 0
MANUFACTURER, PRODUCT, YES, 150, 12, .080, 0.000, .0011, .0045, 1, 6, 5.0, 4, 24, 18, ¥, , N, 1.56, .06, .002, 1, 24, 87, 5.80, G, N, 1.95, .14, .002, 1
MANUFACTURER, FACTORY, YES, 150, 8, .053, .041, .0057, .0058, 3, 6, 6.0, 3, 24, 18, ¥, , N, 1.56, .06, .002, 1, 24, 32, 6.87, , N, 2.05, .41, .019, 1
MANUFACTURER, PRODUCER, YES, 150, 8, .053, 0.000, .0007, .0216, 1, 6, 1.0, 1, 24, 18, ¥, , N, 1.56, .06, .002, 1, 13, 10, ¥, , N, 1.54, .15, .021, 1
MANUFACTURER, COMPANY, YES, 150, 7, .047, 0.000, .0007, .0021, 1, 6, 3.0, 2, 24, 18, ¥, , N, 1.56, .06, .002, 1, 15, 290, 4.63, T, N, 1.87, .27, .021, 1
MANUFACTURER, MAKE, YES, 150, 7, .047, 0.000, .0022, .0004, 2, 6, 1.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 14, 794, 2.89, , V, 1.50, .50, .063, 1
MANUFACTURER, CLOTHES, YES, 150, 5, .033, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 26, 89, 6.63, , N, 1.33, .75, .132, 1
MANUFACTURER, CAR, YES, 150, 4, .027, 0.000, .0032, 0.0000, 3, 6, 0.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 25, 274, 6.35, , N, 2.50, .91, .259, 1
MANUFACTURER, CONSUMER, YES, 150, 4, .027, 0.000, .0033, .0014, 1, 6, 1.0, 1, 24, 18, ¥, , N, 1.56, .06, .002, 1, 17, 37, ¥, , V, 1.09, .09, .002, 0
MANUFACTURER, ASSEMBLE, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 18, ¥, , N, 1.56, .06, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURER, BUILDER, YES, 150, 3, .020, 0.000, .0049, .0049, 2, 6, 2.0, 1, 24, 18, ¥, , N, 1.56, .06, .002, 1, 18, 29, 6.05, , AJ, 2.13, .33, .023, 0
MANUFACTURER, INDUSTRY, YES, 150, 3, .020, 0.000, .0036, .0119, 2, 6, 3.0, 1, 24, 18, ¥, , N, 1.56, .06, .002, 1, 15, 171, 5.76, , N, 2.14, .21, .011, 1
MANUFACTURER, RETAILER, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 18, ¥, , N, 1.56, .06, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURER, BUILD, YES, 150, 2, .013, 0.000, .0015, .0052, 1, 6, 2.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 18, 86, 3.93, , V, 2.00, .59, .096, 1
MANUFACTURER, BUSINESS, YES, 150, 2, .013, 0.000, .0086, 0.0000, 3, 6, 0.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 21, 392, 4.05, , N, 1.50, .20, .016, 1
MANUFACTURER, CREATOR, YES, 150, 2, .013, 0.000, .0343, .0003, 1, 6, 1.0, 1, 24, 18, ¥, , N, 1.56, .06, .002, 1, 8, 14, 3.97, , N, .43, .43, .035, 0
MANUFACTURER, DISTRIBUTOR, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 18, ¥, , N, 1.56, .06, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURER, FORD, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 18, ¥, , N, 1.56, .06, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURER, GOOD, YES, 150, 2, .013, 0.000, .0027, 0.0000, 1, 6, 0.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
MANUFACTURER, ITEM, YES, 150, 2, .013, 0.000, .0055, 0.0000, 1, 6, 0.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 11, 54, 3.93, , N, 1.36, .36, .009, 1
MANUFACTURER, TOYS, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 21, 11, 5.32, , N, 1.09, .27, .010, 0
MANUFACTURER, WARRANTY, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 18, ¥, , N, 1.56, .06, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURER, WHOLESALE, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 24, 18, ¥, , N, 1.56, .06, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MANUFACTURER, WORKER, YES, 150, 2, .013, 0.000, .0086, .0015, 2, 6, 1.0, 0, 24, 18, ¥, , N, 1.56, .06, .002, 1, 23, 30, 5.40, , N, 1.60, .35, .034, 1
MANY, FEW, YES, 146, 62, .425, .465, .0081, .0017, 4, 0, 3.0, 1, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 12, 601, 3.02, , AJ, 1.90, .60, .209, 1
MANY, LOT, YES, 146, 43, .295, .041, .0234, .0060, 3, 0, 1.0, 1, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 17, 127, 4.43, N, N, 1.82, .24, .017, 1
MANY, MUCH, YES, 146, 8, .055, .123, .0006, .1173, 1, 0, 4.0, 3, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 9, 937, 2.38, , AJ, 2.57, .29, .010, 1
MANY, PEOPLE, YES, 146, 7, .048, .020, .0064, 0.0000, 2, 0, 0.0, 0, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 18, 847, 5.51, , N, 1.44, .61, .126, 1
MANY, MORE, YES, 146, 5, .034, 0.000, .0166, .0141, 4, 0, 3.0, 1, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 9, 2216, 2.77, , AJ, 1.25, .50, .400, 1
MANY, SEVERAL, YES, 146, 3, .021, .591, .0060, .0669, 1, 0, 3.0, 2, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 12, 377, ¥, , ADJ, 2.18, .27, .015, 1
MANY, LESS, YES, 146, 2, .014, 0.000, .0460, .0392, 3, 0, 2.0, 0, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 12, 438, 2.56, , AJ, 2.00, .40, .399, 1
MANY, PLENTY, YES, 146, 2, .014, .056, .0051, .0547, 2, 0, 4.0, 2, 8, 1030, 2.67, , AJ, 2.50, .75, .231, 1, 17, 55, 2.88, , N, 3.07, .57, .033, 1
MAP, ROAD, YES, 127, 29, .228, .010, .0012, .0035, 2, 1, 2.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 24, 197, 5.48, N, N, 1.77, .64, .163, 1
MAP, DIRECTION, YES, 127, 15, .118, .029, 0.0000, .0020, 0, 1, 1.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 24, 134, 3.19, , N, 1.58, .29, .028, 1
MAP, TRAVEL, YES, 127, 12, .094, 0.000, .0098, .0042, 3, 1, 4.0, 2, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 25, 61, 3.93, G, V, 2.39, .35, .016, 1
MAP, WORLD, YES, 127, 8, .063, .030, .0424, .0111, 3, 1, 3.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 12, 787, 5.29, , N, 1.50, .58, .204, 1
MAP, GLOBE, YES, 127, 7, .055, .013, .0124, .0434, 2, 1, 2.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 10, 13, 5.57, , N, 2.44, .56, .128, 1
MAP, LOST, YES, 127, 7, .055, 0.000, .0043, 0.0000, 1, 1, 0.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 6, 173, ¥, G, AJ, .75, .75, .612, 1
MAP, COUNTRY, YES, 127, 4, .031, 0.000, .0060, .0008, 3, 1, 2.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 19, 324, 4.54, P, N, 1.11, .47, .057, 1
MAP, TRIP, YES, 127, 4, .031, 0.000, .0057, .0072, 1, 1, 2.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 10, 81, 4.39, T, N, 1.40, .70, .141, 1
MAP, ATLAS, YES, 127, 3, .024, .527, .0027, .0223, 2, 1, 3.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 10, 12, 5.74, , N, 1.56, .33, .017, 1
MAP, ROUTE, NO, 127, 3, .024, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 13, 5.53, , N, 1.53, .40, .023, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MAP, CAR, YES, 127, 2, .016, 0.000, .0164, .0062, 3, 1, 2.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 25, 274, 6.35, , N, 2.50, .91, .259, 1
MAP, CHART, YES, 127, 2, .016, .118, 0.0000, .0003, 0, 1, 1.0, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 18, 22, 5.28, , N, 1.18, .24, .049, 1
MAP, PAPER, YES, 127, 2, .016, 0.000, .0003, 0.0000, 1, 1, 0.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
MAP, PLACE, YES, 127, 2, .016, 0.000, .0004, 0.0000, 1, 1, 0.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 22, 571, 3.98, , N, 1.33, .39, .054, 1
MAP, STATE, YES, 127, 2, .016, 0.000, .0010, .0051, 1, 1, 1.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 15, 808, 4.31, N, N, 1.07, .64, .076, 1
MAP, WATER, YES, 127, 2, .016, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 16, 13, 5.53, , N, 1.53, .40, .023, 1, 18, 442, 6.27, , N, 2.00, .94, .146, 1
MAPLE, TREE, YES, 98, 36, .367, 0.000, .1045, .0198, 2, 0, 2.0, 0, 6, 7, 5.23, , N, 1.50, .50, .054, 1, 21, 59, 6.62, , N, .76, .76, .275, 1
MAPLE, SYRUP, YES, 98, 35, .357, .143, .0083, .0105, 1, 0, 2.0, 1, 6, 7, 5.23, , N, 1.50, .50, .054, 1, 12, 4, 6.00, , N, 1.75, .42, .272, 1
MAPLE, LEAF, YES, 98, 11, .112, .018, .0602, .2364, 2, 0, 2.0, 0, 6, 7, 5.23, , N, 1.50, .50, .054, 1, 10, 12, 5.89, N, N, 2.30, .60, .110, 1
MAPLE, OAK, YES, 98, 4, .041, .032, .0171, .2939, 2, 0, 2.0, 0, 6, 7, 5.23, , N, 1.50, .50, .054, 1, 9, 15, 5.51, , N, 1.33, .56, .036, 1
MAPLE, SUGAR, YES, 98, 3, .031, 0.000, .0050, 0.0000, 1, 0, 0.0, 0, 6, 7, 5.23, , N, 1.50, .50, .054, 1, 12, 34, 6.35, , N, 1.50, .75, .071, 1
MAPLE, PANCAKES, YES, 98, 2, .020, 0.000, .1796, .1489, 1, 0, 1.0, 0, 6, 7, 5.23, , N, 1.50, .50, .054, 1, 10, 0, 6.56, , N, 1.75, .38, .243, 1
MARBLE, FLOOR, YES, 145, 19, .131, 0.000, .0237, .0085, 1, 2, 2.0, 1, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 12, 158, 5.47, , N, 1.17, .67, .174, 1
MARBLE, STONE, YES, 145, 12, .083, 0.000, .0143, .0236, 3, 2, 4.0, 3, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 10, 58, 6.32, , N, .78, .22, .179, 1
MARBLE, BALL, YES, 145, 10, .069, 0.000, .0116, .0097, 2, 2, 2.0, 1, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 17, 110, 6.08, N, N, 1.76, .65, .131, 1
MARBLE, GAME, YES, 145, 9, .062, 0.000, .0055, .0035, 2, 2, 1.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 13, 123, 4.72, N, N, 1.62, .62, .109, 1
MARBLE, ROUND, YES, 145, 9, .062, 0.000, .0068, .0123, 2, 2, 2.0, 1, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 7, 81, 4.34, T, AJ, .43, .57, .108, 1
MARBLE, TABLE, YES, 145, 7, .048, 0.000, .0032, .0003, 2, 2, 1.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 10, 198, 6.00, , N, .67, .33, .239, 1
MARBLE, TILE, YES, 145, 6, .041, .014, .0223, .0761, 1, 2, 3.0, 2, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 9, 16, 6.23, , N, .88, .63, .111, 1
MARBLE, GLASS, YES, 145, 5, .034, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 21, 99, 6.31, T, N, 1.55, .65, .089, 1
MARBLE, ROCK, YES, 145, 5, .034, 0.000, .0641, .0320, 4, 2, 3.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 13, 75, 6.03, N, N, .46, .54, .234, 1
MARBLE, ROLL, YES, 145, 5, .034, 0.000, .0084, .0037, 2, 2, 2.0, 1, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 20, 35, 4.30, N, N, .65, .30, .032, 1
MARBLE, HARD, YES, 145, 3, .021, 0.000, .0202, .0039, 4, 2, 1.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 10, 202, 4.21, N, AJ, 1.00, .90, .328, 1
MARBLE, STATUE, YES, 145, 3, .021, .047, 0.0000, .0073, 0, 2, 1.0, 1, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 17, 15, 6.00, , N, 1.47, .29, .089, 1
MARBLE, CAKE, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 19, 13, 6.11, , N, 2.79, .47, .112, 1
MARBLE, COLD, YES, 145, 2, .014, 0.000, .0018, 0.0000, 2, 2, 0.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 19, 171, 4.67, P, AJ, 1.72, .89, .368, 1
MARBLE, DESK, YES, 145, 2, .014, 0.000, .0009, .0043, 1, 2, 1.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 18, 65, 5.79, , N, 3.17, .33, .013, 1
MARBLE, EXPENSIVE, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 13, 44, 2.45, , AJ, 1.85, .39, .085, 1
MARBLE, GRANITE, YES, 145, 2, .014, .024, 0.0000, .0367, 0, 2, 3.0, 3, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 8, 3, 5.92, , N, 1.75, .25, .001, 1
MARBLE, PLAY, YES, 145, 2, .014, 0.000, .0155, .0138, 1, 2, 2.0, 1, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 21, 200, 4.22, P, V, 1.30, .45, .045, 1
MARBLE, SLATE, NO, 145, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARBLE, SMOOTH, YES, 145, 2, .014, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 12, 42, 3.91, , AJ, .75, .58, .165, 1
MARBLE, SWIRL, NO, 145, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARBLE, WHITE, YES, 145, 2, .014, 0.000, .0006, 0.0000, 1, 2, 0.0, 0, 22, 21, 6.23, N, N, 1.40, .15, .002, 1, 8, 365, 4.68, , N, .88, .88, .390, 1
MARCH, APRIL, NO, 148, 33, .223, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, BAND, YES, 148, 18, .122, 0.000, .0040, 0.0000, 1, 7, 0.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 14, 53, 5.83, P, N, 2.08, .46, .017, 1
MARCH, WALK, YES, 148, 15, .101, 0.000, .0010, .0002, 1, 7, 1.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 12, 100, 4.28, , V, 1.00, .67, .237, 0
MARCH, MONTH, YES, 148, 14, .095, .034, 0.0000, .0058, 0, 7, 3.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 17, 130, 3.20, , N, 1.71, .43, .106, 0
MARCH, PARADE, YES, 148, 8, .054, .068, 0.0000, .0090, 0, 7, 1.0, 1, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 25, 25, 5.19, , N, 1.47, .16, .004, 0
MARCH, SOLDIERS, NO, 148, 8, .054, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, ARMY, YES, 148, 6, .041, 0.000, .0053, .0005, 1, 7, 1.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 12, 132, 6.53, , N, 1.67, .42, .291, 1
MARCH, DIMES, NO, 148, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, MILITARY, YES, 148, 3, .020, 0.000, .0011, .0109, 1, 7, 1.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 19, 212, ¥, , AJ, 1.78, .39, .013, 1
MARCH, FEBRUARY, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, JUNE, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, MAY, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, ONWARD, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARCH, SPRING, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 7, 0.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 14, 127, 5.12, N, V, 1.71, .43, .080, 1
MARCH, STEP, YES, 148, 2, .014, 0.000, .0016, .0076, 1, 7, 1.0, 0, 15, 120, 4.20, T, N, 1.00, .25, .007, 0, 10, 131, 4.91, , N, 2.10, .30, .064, 1
MARE, HORSE, YES, 146, 108, .740, 0.000, .0322, .0042, 3, 0, 2.0, 0, 5, 16, 5.37, , N, 1.00, .40, .001, 1, 16, 117, 6.03, , N, 1.15, .77, .304, 1
MARE, COLT, YES, 146, 3, .021, .016, .0178, .4840, 1, 0, 1.0, 0, 5, 16, 5.37, , N, 1.00, .40, .001, 1, 9, 18, 6.41, , N, .67, .50, .019, 1
MARE, NIGHT, YES, 146, 3, .021, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 5, 16, 5.37, , N, 1.00, .40, .001, 1, 6, 411, 4.83, G, N, .50, .67, .606, 1
MARE, STALLION, YES, 146, 3, .021, .020, 0.0000, .4677, 0, 0, 1.0, 1, 5, 16, 5.37, , N, 1.00, .40, .001, 1, 8, 3, ¥, , N, .43, .29, .001, 1
MARE, RIDE, YES, 146, 2, .014, 0.000, .1931, .2753, 1, 0, 1.0, 0, 5, 16, 5.37, , N, 1.00, .40, .001, 1, 14, 49, 4.14, , V, 1.50, .33, .113, 1
MARGARINE, BUTTER, YES, 146, 125, .856, .267, .0068, .0062, 1, 2, 3.0, 0, 4, 0, ¥, , N, 2.00, .50, .229, 1, 15, 27, 6.24, , N, 1.00, .58, .420, 1
MARGARINE, PARKAY, NO, 146, 6, .041, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 4, 0, ¥, , N, 2.00, .50, .229, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARGARINE, BREAD, YES, 146, 2, .014, 0.000, .3116, .4169, 1, 2, 1.0, 0, 4, 0, ¥, , N, 2.00, .50, .229, 1, 15, 41, 6.18, , N, 1.20, .53, .237, 1
MARGARINE, OLEO, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 4, 0, ¥, , N, 2.00, .50, .229, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
MARGIN, PAPER, YES, 152, 49, .322, 0.000, .0154, .0019, 4, 0, 1.0, 0, 17, 10, ¥, , N, .88, 0.00, 0.000, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
