CUE, TARGET, NORMED?, #G, #P, FSG, BSG, MSG, OSG, #M, MMIAS, #O, OMIAS, QSS, QFR, QCON, QH, QPS, QMC, QPR, QRSG, QUC, TSS, TRF, TCON, TH, TPS, TMC, TPR, TRSG, TUC
DIFFER, SAME, YES, 142, 65, .458, 0.000, .0580, .0291, 9, 2, 4.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 8, 686, 2.44, , AJ, 2.12, .88, .352, 1
DIFFER, CHANGE, YES, 142, 9, .063, 0.000, .0030, .0285, 2, 2, 2.0, 2, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 15, 240, 3.06, N, V, .92, .23, .028, 1
DIFFER, AGREE, YES, 142, 6, .042, 0.000, .0090, .0178, 2, 2, 3.0, 2, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 11, 51, ¥, , V, .43, .43, .106, 0
DIFFER, DIFFERENT, YES, 142, 6, .042, 0.000, .2820, .2258, 11, 2, 8.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1
DIFFER, ALIKE, YES, 142, 5, .035, .014, .0750, .2058, 4, 2, 3.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 7, 20, 2.83, , AJ, 2.57, 1.00, .122, 1
DIFFER, DISAGREE, YES, 142, 4, .028, 0.000, .0170, .0202, 2, 2, 2.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 9, 7, ¥, , V, 1.00, .33, .114, 1
DIFFER, OPPOSE, NO, 142, 4, .028, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 18, 2.55, , V, 3.12, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFER, SIMILAR, YES, 142, 4, .028, 0.000, .0310, .2069, 5, 2, 3.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 5, 157, 2.48, , AJ, 2.20, .80, .073, 1
DIFFER, ARGUE, YES, 142, 3, .021, 0.000, .0120, .0040, 1, 2, 2.0, 1, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 10, 29, 3.23, , V, 1.40, .50, .056, 1
DIFFER, OPPOSITE, YES, 142, 3, .021, 0.000, .0100, .1682, 2, 2, 5.0, 2, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 19, 81, 2.95, , AJ, 1.46, .31, .017, 0
DIFFER, ALTERNATIVE, YES, 142, 2, .014, 0.000, 0.0000, .0043, 0, 2, 2.0, 2, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 12, 34, ¥, , N, 1.22, .33, .005, 0
DIFFER, CONTRAST, NO, 142, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 18, 2.55, , V, 3.12, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFER, MATCH, YES, 142, 2, .014, 0.000, 0.0000, .0156, 0, 2, 1.0, 1, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 18, 41, 5.31, N, N, .89, .33, .011, 1
DIFFER, PEOPLE, YES, 142, 2, .014, 0.000, .0010, .0019, 2, 2, 2.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 18, 847, 5.51, , N, 1.44, .61, .126, 1
DIFFER, STRANGE, YES, 142, 2, .014, 0.000, .0060, .0037, 3, 2, 4.0, 1, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 12, 84, 2.45, , AJ, 3.80, .70, .169, 1
DIFFER, UNIQUE, YES, 142, 2, .014, 0.000, .0050, .0081, 3, 2, 2.0, 0, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 15, 58, 2.96, , AJ, 2.71, .57, .036, 1
DIFFER, UNUSUAL, YES, 142, 2, .014, 0.000, .0020, .0153, 3, 2, 4.0, 1, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 11, 63, 2.20, , AJ, 4.36, .91, .040, 1
DIFFER, VARY, YES, 142, 2, .014, .144, 0.0000, .0306, 0, 2, 3.0, 3, 18, 18, 2.55, , V, 3.12, .13, .003, 1, 11, 34, 2.51, , V, 1.88, .13, .002, 1
DIFFERENCE, SAME, YES, 198, 53, .268, 0.000, .0790, .0162, 6, 6, 4.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 8, 686, 2.44, , AJ, 2.12, .88, .352, 1
DIFFERENCE, SIMILAR, YES, 198, 18, .091, 0.000, .0270, .1222, 5, 6, 3.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 5, 157, 2.48, , AJ, 2.20, .80, .073, 1
DIFFERENCE, OPINION, YES, 198, 9, .045, 0.000, .0010, .0008, 2, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 23, 96, 2.29, , N, 1.41, .27, .019, 1
DIFFERENCE, OPPOSITE, YES, 198, 9, .045, 0.000, .0060, .0982, 3, 6, 4.0, 2, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 19, 81, 2.95, , AJ, 1.46, .31, .017, 0
DIFFERENCE, ALIKE, YES, 198, 8, .040, 0.000, .0620, .1324, 5, 6, 4.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 7, 20, 2.83, , AJ, 2.57, 1.00, .122, 1
DIFFERENCE, CHANGE, YES, 198, 7, .035, 0.000, 0.0000, .0142, 0, 6, 2.0, 2, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 15, 240, 3.06, N, V, .92, .23, .028, 1
DIFFERENCE, SUBTRACT, YES, 198, 7, .035, 0.000, .0040, .0027, 1, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 6, 2, 2.86, , V, 2.00, .50, .518, 1
DIFFERENCE, APART, YES, 198, 4, .020, 0.000, .0020, .0025, 1, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 8, 57, 3.00, , AD, 2.62, .25, .132, 1
DIFFERENCE, CHOICE, YES, 198, 4, .020, 0.000, .0020, .0016, 1, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 14, 113, 2.96, , N, 1.29, .50, .135, 1
DIFFERENCE, DISSIMILAR, YES, 198, 4, .020, 0.000, .0010, .0600, 2, 6, 8.0, 4, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 12, 3, ¥, , AJ, 3.33, .33, .005, 0
DIFFERENCE, ODD, YES, 198, 4, .020, 0.000, .0010, .0006, 2, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 7, 44, 2.60, W, AJ, 1.71, .71, .368, 1
DIFFERENCE, UNLIKE, NO, 198, 4, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 25, 148, 2.75, , N, 2.21, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENCE, MINUS, YES, 198, 3, .015, 0.000, .0060, .0085, 1, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 10, 8, 2.75, , PP, 1.00, .40, .400, 1
DIFFERENCE, SEPARATE, YES, 198, 3, .015, 0.000, .0030, .0032, 1, 6, 1.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 10, 79, 3.38, , V, 1.33, .78, .086, 1
DIFFERENCE, CONTRAST, NO, 198, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 25, 148, 2.75, , N, 2.21, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENCE, DIFFERENT, YES, 198, 2, .010, 0.000, .1930, .1366, 8, 6, 7.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1
DIFFERENCE, DIFFICULTY, YES, 198, 2, .010, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1
DIFFERENCE, DISAGREE, YES, 198, 2, .010, 0.000, 0.0000, .0006, 0, 6, 1.0, 1, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 9, 7, ¥, , V, 1.00, .33, .114, 1
DIFFERENCE, DISCREPANCY, NO, 198, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 25, 148, 2.75, , N, 2.21, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENCE, DISTINCTION, NO, 198, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 25, 148, 2.75, , N, 2.21, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENCE, LIKENESS, NO, 198, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 25, 148, 2.75, , N, 2.21, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENCE, MISTAKE, YES, 198, 2, .010, 0.000, 0.0000, 0.0000, 0, 6, 0.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 11, 34, 2.70, , N, 1.64, .46, .170, 1
DIFFERENCE, OPPOSITION, NO, 198, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 25, 148, 2.75, , N, 2.21, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENCE, SUM, YES, 198, 2, .010, .047, 0.0000, 0.0000, 0, 6, 0.0, 0, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 11, 45, 3.50, , N, .82, .46, .078, 1
DIFFERENCE, UNIQUE, YES, 198, 2, .010, 0.000, .0010, .0025, 2, 6, 2.0, 1, 25, 148, 2.75, , N, 2.21, .05, .001, 1, 15, 58, 2.96, , AJ, 2.71, .57, .036, 1
DIFFERENT, SAME, YES, 148, 71, .480, .534, .0480, .0105, 5, 1, 3.0, 0, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 8, 686, 2.44, , AJ, 2.12, .88, .352, 1
DIFFERENT, UNIQUE, YES, 148, 14, .095, .182, .0020, .0016, 4, 1, 3.0, 1, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 15, 58, 2.96, , AJ, 2.71, .57, .036, 1
DIFFERENT, ALIKE, YES, 148, 9, .061, .238, .0760, .2050, 4, 1, 3.0, 0, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 7, 20, 2.83, , AJ, 2.57, 1.00, .122, 1
DIFFERENT, STRANGE, YES, 148, 7, .047, .061, .0120, .0127, 4, 1, 5.0, 1, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 12, 84, 2.45, , AJ, 3.80, .70, .169, 1
DIFFERENT, STROKES, NO, 148, 5, .034, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 12, 312, 2.75, , AJ, 3.45, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIFFERENT, ODD, YES, 148, 4, .027, .061, .0110, .0067, 4, 1, 3.0, 0, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 7, 44, 2.60, W, AJ, 1.71, .71, .368, 1
DIFFERENT, OPPOSITE, YES, 148, 4, .027, .148, .0100, .1701, 2, 1, 3.0, 2, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 19, 81, 2.95, , AJ, 1.46, .31, .017, 0
DIFFERENT, SIMILAR, YES, 148, 4, .027, .224, .0410, .2124, 4, 1, 2.0, 0, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 5, 157, 2.48, , AJ, 2.20, .80, .073, 1
DIFFERENT, DISSIMILAR, YES, 148, 3, .020, .204, .0010, .0663, 1, 1, 5.0, 4, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 12, 3, ¥, , AJ, 3.33, .33, .005, 0
DIFFERENT, PEOPLE, YES, 148, 3, .020, .041, .0020, .0007, 2, 1, 1.0, 0, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 18, 847, 5.51, , N, 1.44, .61, .126, 1
DIFFERENT, UNUSUAL, YES, 148, 2, .014, .106, .0050, .0261, 4, 1, 5.0, 1, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 11, 63, 2.20, , AJ, 4.36, .91, .040, 1
DIFFERENT, WEIRD, YES, 148, 2, .014, .028, .0250, .0183, 4, 1, 5.0, 1, 12, 312, 2.75, , AJ, 3.45, 1.00, .310, 1, 15, 10, 2.39, , AJ, 3.69, .85, .165, 1
DIFFICULT, HARD, YES, 138, 82, .594, 0.000, .1660, .0096, 2, 0, 1.0, 0, 3, 161, 2.38, , AJ, 1.00, .33, .006, 1, 10, 202, 4.21, N, AJ, 1.00, .90, .328, 1
DIFFICULT, EASY, YES, 138, 39, .283, .021, .0200, .3457, 1, 0, 1.0, 0, 3, 161, 2.38, , AJ, 1.00, .33, .006, 1, 8, 125, 2.81, G, V, .38, .63, .064, 1
DIFFICULT, TEST, YES, 138, 3, .022, 0.000, 0.0000, .0374, 0, 0, 1.0, 1, 3, 161, 2.38, , AJ, 1.00, .33, .006, 1, 17, 119, 5.08, G, N, 1.75, .69, .301, 1
DIFFICULTY, HARD, YES, 201, 139, .691, 0.000, .0810, .0046, 4, 0, 1.0, 0, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1, 10, 202, 4.21, N, AJ, 1.00, .90, .328, 1
DIFFICULTY, EASY, YES, 201, 27, .134, 0.000, .0240, .4022, 3, 0, 1.0, 0, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1, 8, 125, 2.81, G, V, .38, .63, .064, 1
DIFFICULTY, TROUBLE, YES, 201, 6, .031, 0.000, .0010, .0143, 1, 0, 3.0, 2, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1, 18, 134, 2.25, , N, 1.28, .28, .009, 1
DIFFICULTY, PROBLEM, YES, 201, 4, .020, .020, .0030, .0008, 1, 0, 1.0, 0, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1, 13, 313, 3.64, , N, 1.31, .46, .110, 1
DIFFICULTY, EFFORT, YES, 201, 3, .015, 0.000, 0.0000, .0145, 0, 0, 1.0, 1, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1, 18, 145, 2.22, , N, 1.47, .12, .029, 1
DIFFICULTY, TOUGH, YES, 201, 2, .010, 0.000, 0.0000, .1411, 0, 0, 2.0, 2, 6, 76, 2.48, , N, 1.50, .17, 0.000, 1, 15, 36, 4.00, , AJ, 1.53, .33, .014, 1
DIG, SHOVEL, YES, 97, 31, .320, .127, .0080, .0162, 3, 0, 1.0, 1, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 13, 5, 5.68, , N, 1.54, .54, .055, 1
DIG, HOLE, YES, 97, 18, .186, .047, .0350, .0110, 3, 0, 3.0, 3, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 24, 58, 4.81, , N, .95, .41, .028, 1
DIG, DITCH, YES, 97, 11, .113, .102, 0.0000, .0664, 0, 0, 3.0, 3, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 14, 10, 5.28, , N, 1.54, .31, .024, 1
DIG, BURY, YES, 97, 7, .072, .122, 0.0000, .0183, 0, 0, 5.0, 5, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 21, 6, 3.68, , V, 2.57, .19, .015, 1
DIG, DIRT, YES, 97, 7, .072, 0.000, .0940, .0006, 6, 0, 1.0, 0, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 18, 43, 5.51, N, N, 1.94, .53, .255, 1
DIG, GRAVE, YES, 97, 3, .031, .028, .0040, .0080, 1, 0, 3.0, 3, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 22, 33, 5.27, N, N, 2.40, .45, .022, 1
DIG, COOL, YES, 97, 2, .021, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 12, 62, 3.60, , AJ, 2.64, .64, .026, 1
DIG, GROUND, YES, 97, 2, .021, 0.000, .0380, .0127, 4, 0, 1.0, 0, 8, 10, 4.22, , V, 2.12, .63, .071, 1, 14, 186, 5.44, N, N, 1.00, .36, .041, 1
DIGEST, EAT, YES, 148, 37, .250, 0.000, .0820, .0782, 2, 3, 2.0, 0, 9, 3, ¥, W, N, 1.67, 0.00, 0.000, 0, 11, 61, 4.75, , N, 1.20, .70, .181, 1
DIGEST, READERS, NO, 148, 29, .196, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 9, 3, ¥, W, N, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGEST, FOOD, YES, 148, 28, .189, 0.000, .1150, .1015, 2, 3, 1.0, 0, 9, 3, ¥, W, N, 1.67, 0.00, 0.000, 0, 18, 147, 5.84, , N, 1.69, .63, .203, 1
DIGEST, STOMACH, YES, 148, 12, .081, 0.000, .0030, .0486, 1, 3, 2.0, 1, 9, 3, ¥, W, N, 1.67, 0.00, 0.000, 0, 17, 37, 6.04, G, N, 1.80, .47, .043, 1
DIGEST, MAGAZINE, YES, 148, 6, .041, 0.000, .0010, .0111, 1, 3, 2.0, 1, 9, 3, ¥, W, N, 1.67, 0.00, 0.000, 0, 13, 39, 5.91, , N, 2.00, .44, .026, 0
DIGEST, READ, YES, 148, 6, .041, 0.000, .0160, .0105, 2, 3, 1.0, 0, 9, 3, ¥, W, N, 1.67, 0.00, 0.000, 0, 9, 173, 4.16, , V, 1.89, .67, .215, 1
DIGEST, BOOK, YES, 148, 4, .027, 0.000, .0260, .0187, 2, 3, 2.0, 0, 9, 3, ¥, W, N, 1.67, 0.00, 0.000, 0, 15, 193, 6.09, , N, 1.57, .71, .237, 1
DIGEST, INGEST, NO, 148, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 9, 3, ¥, W, N, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGEST, INTESTINES, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 9, 3, ¥, W, N, 1.67, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGESTION, STOMACH, YES, 154, 52, .338, 0.000, .0020, .0556, 1, 4, 2.0, 1, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 17, 37, 6.04, G, N, 1.80, .47, .043, 1
DIGESTION, FOOD, YES, 154, 42, .273, 0.000, .1230, .0633, 4, 4, 1.0, 0, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 18, 147, 5.84, , N, 1.69, .63, .203, 1
DIGESTION, EAT, YES, 154, 24, .156, 0.000, .1430, .1154, 3, 4, 2.0, 0, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 11, 61, 4.75, , N, 1.20, .70, .181, 1
DIGESTION, SWALLOW, YES, 154, 8, .052, 0.000, 0.0000, .0429, 0, 4, 2.0, 2, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 17, 10, 4.95, N, V, 2.00, .29, .036, 1
DIGESTION, SYSTEM, YES, 154, 4, .026, 0.000, 0.0000, .0003, 1, 4, 1.0, 0, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 22, 416, 2.36, , N, 1.71, .19, .003, 1
DIGESTION, DIARRHEA, NO, 154, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 3, ¥, , N, 1.43, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGESTION, INDIGESTION, NO, 154, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 3, ¥, , N, 1.43, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGESTION, INGESTION, NO, 154, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 3, ¥, , N, 1.43, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGESTION, INTESTINES, NO, 154, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 3, ¥, , N, 1.43, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGESTION, PROCESS, YES, 154, 2, .013, 0.000, .0010, .0085, 1, 4, 2.0, 1, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 25, 196, 2.56, , N, 1.09, .09, .010, 1
DIGESTION, TRACK, YES, 154, 2, .013, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 11, 3, ¥, , N, 1.43, 0.00, 0.000, 0, 12, 38, 6.59, T, N, .75, .42, .068, 1
DIGGER, SHOVEL, YES, 150, 30, .200, 0.000, .0040, .0140, 3, 2, 2.0, 1, 17, 2, ¥, , N, 1.20, .13, .013, 1, 13, 5, 5.68, , N, 1.54, .54, .055, 1
DIGGER, DITCH, YES, 150, 14, .093, .112, 0.0000, .0325, 0, 2, 3.0, 3, 17, 2, ¥, , N, 1.20, .13, .013, 1, 14, 10, 5.28, , N, 1.54, .31, .024, 1
DIGGER, GRAVE, YES, 150, 13, .087, .028, 0.0000, .0040, 0, 2, 2.0, 2, 17, 2, ¥, , N, 1.20, .13, .013, 1, 22, 33, 5.27, N, N, 2.40, .45, .022, 1
DIGGER, HOLE, YES, 150, 12, .080, 0.000, .0290, .0051, 2, 2, 2.0, 2, 17, 2, ¥, , N, 1.20, .13, .013, 1, 24, 58, 4.81, , N, .95, .41, .028, 1
DIGGER, GOLD, YES, 150, 11, .073, 0.000, .0020, 0.0000, 2, 2, 0.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 16, 52, 5.68, , N, 2.31, .56, .315, 1
DIGGER, DIRT, YES, 150, 9, .060, 0.000, .0560, 0.0000, 5, 2, 0.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 18, 43, 5.51, N, N, 1.94, .53, .255, 1
DIGGER, CONSTRUCTION, YES, 150, 5, .033, 0.000, .0010, .0031, 1, 2, 2.0, 1, 17, 2, ¥, , N, 1.20, .13, .013, 1, 12, 95, 4.75, , N, 1.25, .42, .027, 1
DIGGER, WORKER, YES, 150, 5, .033, 0.000, .0030, .0007, 2, 2, 1.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 23, 30, 5.40, , N, 1.60, .35, .034, 1
DIGGER, DAGGER, YES, 150, 4, .027, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 10, 0, 5.72, , N, 2.50, .20, .017, 1
DIGGER, PHELPS, NO, 150, 4, .027, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 2, ¥, , N, 1.20, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGGER, BEAVER, YES, 150, 3, .020, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 16, 2, 6.50, , N, 1.20, .20, .045, 1
DIGGER, BULLDOZER, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 2, ¥, , N, 1.20, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGGER, CALM, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 14, 35, 3.56, , AJ, 1.62, .62, .037, 1
DIGGER, DOG, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 5, 75, 5.75, , N, .40, .80, .437, 1
DIGGER, MINE, YES, 150, 2, .013, 0.000, 0.0000, .0035, 1, 2, 1.0, 1, 17, 2, ¥, , N, 1.20, .13, .013, 1, 11, 59, 4.37, N, N, 1.22, .44, .395, 1
DIGGER, MINER, YES, 150, 2, .013, 0.000, 0.0000, .0096, 0, 2, 4.0, 4, 17, 2, ¥, , N, 1.20, .13, .013, 1, 15, 1, 5.47, , N, .64, .07, .026, 1
DIGGER, PICK, YES, 150, 2, .013, 0.000, .0090, .0028, 2, 2, 1.0, 0, 17, 2, ¥, , N, 1.20, .13, .013, 1, 13, 55, 4.98, W, V, .50, .25, .141, 1
DIGIT, NUMBER, YES, 193, 139, .720, 0.000, .0020, .0003, 1, 2, 1.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 17, 472, 3.76, G, N, 1.31, .81, .041, 1
DIGIT, FINGER, YES, 193, 20, .102, .030, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 12, 40, 6.20, , N, .73, .73, .166, 1
DIGIT, COMPUTER, YES, 193, 4, .020, 0.000, 0.0000, .0001, 1, 2, 1.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 33, 13, 6.15, , N, .88, .44, .081, 0
DIGIT, SPAN, YES, 193, 4, .020, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 12, 19, 3.05, , N, .70, .20, .004, 1
DIGIT, DECIMAL, NO, 193, 3, .015, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 1, 5.79, N, N, 1.00, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGIT, CALCULATOR, YES, 193, 2, .010, 0.000, 0.0000, .0056, 2, 2, 3.0, 1, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 12, 1, 6.70, , N, 1.17, .25, .007, 1
DIGIT, CLOCK, YES, 193, 2, .010, 0.000, .0010, .0009, 1, 2, 1.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 7, 20, 6.94, , N, .71, .57, .292, 1
DIGIT, DOUBLE, YES, 193, 2, .010, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 16, 1, 3.96, , AJ, .46, .39, .028, 0
DIGIT, MATH, YES, 193, 2, .010, 0.000, .0240, .1312, 2, 2, 2.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 19, 4, 3.78, , N, 2.26, .58, .161, 1
DIGIT, NUMERAL, NO, 193, 2, .010, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 11, 1, 5.79, N, N, 1.00, ¥, ¥, ¥, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
DIGIT, WATCH, YES, 193, 2, .010, 0.000, .0010, .0012, 2, 2, 1.0, 0, 11, 1, 5.79, N, N, 1.00, .11, .003, 1, 14, 81, 4.63, N, V, 1.79, .57, .109, 1
DIGNITY, PRIDE, YES, 148, 55, .372, 0.000, .0170, .0163, 4, 2, 4.0, 1, 12, 35, ¥, , N, 1.70, .10, .001, 1, 21, 42, 1.49, , N, 1.55, .25, .017, 1
DIGNITY, HONOR, YES, 148, 19, .128, 0.000, .0400, .0290, 4, 2, 3.0, 0, 12, 35, ¥, , N, 1.70, .10, .001, 1, 25, 66, 1.75, , N, 1.46, .54, .033, 1
DIGNITY, RESPECT, YES, 148, 13, .088, .015, .0100, .0119, 3, 2, 2.0, 1, 12, 35, ¥, , N, 1.70, .10, .001, 1, 26, 125, 2.33, , V, 2.42, .25, .027, 1
DIGNITY, PROUD, YES, 148, 8, .054, 0.000, .0270, .0440, 1, 2, 3.0, 2, 12, 35, ¥, , N, 1.70, .10, .001, 1, 22, 50, 3.22, , AJ, 1.33, .14, .010, 1
DIGNITY, SELF, YES, 148, 4, .027, 0.000, 0.0000, .0078, 0, 2, 1.0, 1, 12, 35, ¥, , N, 1.70, .10, .001, 1, 13, 40, 4.33, , N, 1.50, .42, .025, 1
